S0,S1,S2,S3,Y
58849,243500,88462,125293,0
58851,243499,88454,125294,0
58849,243481,88464,125288,0
58834,243482,88477,125289,0
58850,243493,88457,125280,0
58849,243491,88459,125288,0
58849,243518,88458,125286,0
58839,243498,88470,125289,0
58857,243476,88476,125294,0
58845,243498,88466,125285,0
58851,243481,88458,125283,0
58841,243485,88469,125288,0
58848,243506,88466,125283,0
58839,243472,88472,125288,0
58828,243489,88458,125283,0
58831,243500,88475,125286,0
58860,243494,88469,125293,0
58844,243496,88475,125296,0
58842,243499,88458,125279,0
58853,243488,88464,125296,0
58847,243495,88457,125283,0
58863,243493,88466,125298,0
58845,243488,88471,125305,0
58848,243489,88458,125293,0
58845,243493,88458,125302,0
58855,243490,88467,125288,0
58856,243521,88462,125302,0
58840,243486,88464,125309,0
58853,243505,88466,125282,0
58843,243489,88456,125302,0
58840,243498,88456,125285,0
58852,243502,88463,125289,0
58853,243503,88460,125292,0
58862,243493,88463,125302,0
58854,243521,88467,125290,0
58838,243493,88475,125300,0
58848,243493,88468,125304,0
58864,243519,88466,125304,0
58842,243508,88487,125299,0
58854,243483,88462,125291,0
58840,243512,88477,125282,0
58846,243519,88466,125294,0
58850,243501,88461,125299,0
58844,243526,88472,125288,0
58840,243483,88466,125290,0
58849,243512,88482,125287,0
58851,243501,88473,125307,0
58837,243504,88469,125295,0
58855,243510,88466,125290,0
58836,243511,88470,125302,0
58844,243518,88475,125284,0
58847,243504,88469,125302,0
58862,243521,88468,125304,0
58849,243498,88470,125306,0
58866,243511,88465,125298,0
58851,243516,88483,125289,0
58852,243508,88468,125299,0
58855,243512,88467,125294,0
58836,243507,88472,125317,0
58855,243523,88469,125287,0
58859,243525,88480,125309,0
58851,243504,88474,125298,0
58853,243537,88474,125299,0
58863,243523,88470,125307,0
58855,243501,88477,125294,0
58853,243530,88475,125307,0
58851,243525,88465,125297,0
58852,243519,88457,125300,0
58864,243514,88472,125296,0
58844,243539,88469,125299,0
58852,243522,88490,125306,0
58856,243510,88472,125313,0
58853,243510,88486,125313,0
58850,243520,88475,125293,0
58864,243536,88468,125326,0
58861,243516,88481,125323,0
58847,243538,88477,125304,0
58861,243512,88490,125306,0
58857,243517,88471,125312,0
58862,243518,88472,125313,0
58860,243514,88468,125325,0
58858,243525,88475,125290,0
58839,243507,88483,125308,0
58849,243519,88473,125302,0
58849,243529,88478,125307,0
58852,243538,88474,125293,0
58857,243534,88485,125310,0
58857,243512,88477,125313,0
58850,243534,88465,125317,0
58855,243522,88481,125308,0
58854,243527,88471,125313,0
58864,243522,88471,125312,0
58850,243523,88479,125306,0
58857,243531,88468,125306,0
58866,243527,88472,125310,0
58862,243531,88482,125315,0
58867,243538,88488,125316,0
58843,243533,88473,125302,0
58845,243505,88473,125304,0
58853,243543,88477,125305,0
58854,243534,88485,125308,0
58854,243544,88480,125311,0
58847,243554,88487,125317,0
58839,243528,88466,125316,0
58857,243536,88485,125305,0
58849,243531,88486,125312,0
58855,243547,88470,125306,0
58852,243522,88475,125312,0
58874,243536,88481,125301,0
58851,243539,88478,125318,0
58850,243552,88469,125302,0
58849,243538,88484,125318,0
58850,243548,88490,125306,0
58853,243527,88469,125315,0
58862,243535,88481,125309,0
58857,243539,88482,125324,0
58862,243546,88496,125304,0
58859,243537,88490,125318,0
58841,243547,88473,125316,0
58848,243549,88478,125304,0
58864,243532,88490,125310,0
58846,243529,88487,125321,0
58860,243535,88484,125315,0
58858,243556,88499,125326,0
58844,243548,88492,125318,0
58866,243549,88486,125303,0
58855,243529,88482,125322,0
58863,243546,88489,125297,0
58863,243542,88502,125319,0
58855,243552,88482,125313,0
58858,243547,88475,125316,0
58858,243573,88465,125302,0
58854,243526,88488,125324,0
58852,243550,88481,125318,0
58865,243544,88491,125306,0
58853,243534,88495,125313,0
58869,243559,88486,125311,0
58854,243552,88495,125322,0
58856,243546,88476,125305,0
58862,243543,88491,125322,0
58859,243565,88489,125311,0
58866,243538,88486,125329,0
58868,243561,88482,125303,0
58861,243552,88499,125323,0
58863,243562,88495,125307,0
58861,243561,88483,125304,0
58859,243551,88494,125328,0
58857,243543,88500,125319,0
58862,243530,88489,125327,0
58859,243550,88495,125328,0
58855,243555,88488,125316,0
58866,243556,88491,125327,0
58863,243566,88482,125332,0
58875,243562,88482,125331,0
58864,243561,88491,125325,0
58855,243549,88505,125316,0
58865,243569,88471,125317,0
58860,243568,88483,125321,0
58862,243555,88494,125325,0
58860,243549,88486,125328,0
58859,243564,88491,125322,0
58848,243560,88485,125328,0
58852,243546,88484,125343,0
58863,243565,88494,125316,0
58865,243552,88492,125323,0
58858,243573,88500,125322,0
58860,243552,88503,125318,0
58862,243564,88489,125327,0
58860,243574,88492,125321,0
58857,243574,88501,125325,0
58859,243568,88488,125324,0
58859,243556,88501,125325,0
58857,243572,88493,125344,0
58862,243574,88497,125338,0
58859,243565,88506,125330,0
58873,243566,88491,125326,0
58866,243560,88500,125328,0
58853,243576,88494,125339,0
58860,243576,88496,125333,0
58867,243573,88494,125329,0
58862,243579,88484,125310,0
58851,243576,88493,125336,0
58872,243578,88492,125336,0
58869,243581,88507,125330,0
58857,243564,88497,125322,0
58868,243574,88483,125334,0
58858,243564,88496,125339,0
58872,243580,88515,125335,0
58858,243555,88506,125354,0
58865,243572,88490,125334,0
58873,243574,88497,125334,0
58854,243575,88494,125321,0
58862,243587,88503,125321,0
58857,243572,88498,125338,0
58866,243581,88498,125333,0
58863,243582,88513,125343,0
58848,243574,88488,125345,0
58875,243573,88503,125330,0
58853,243573,88501,125345,0
58874,243597,88501,125322,0
58864,243582,88505,125335,0
58866,243574,88495,125338,0
58864,243600,88502,125330,0
58874,243558,88514,125346,0
58861,243593,88500,125327,0
58868,243586,88497,125350,0
58868,243595,88496,125343,0
58865,243581,88500,125328,0
58844,243575,88505,125346,0
58871,243597,88504,125329,0
58855,243573,88502,125333,0
58866,243583,88493,125338,0
58876,243596,88496,125336,0
58853,243575,88500,125329,0
58875,243584,88499,125334,0
58849,243588,88489,125343,0
58865,243591,88500,125334,0
58875,243572,88506,125343,0
58867,243590,88498,125332,0
58866,243589,88516,125339,0
58867,243588,88506,125352,0
58858,243598,88496,125330,0
58873,243583,88517,125334,0
58859,243590,88501,125337,0
58855,243595,88503,125343,0
58867,243593,88506,125341,0
58872,243603,88492,125335,0
58859,243591,88487,125345,0
58866,243614,88502,125343,0
58862,243609,88510,125352,0
58870,243616,88511,125338,0
58873,243585,88510,125337,0
58876,243590,88503,125340,0
58859,243596,88502,125346,0
58865,243587,88516,125333,0
58869,243597,88511,125352,0
58867,243583,88498,125357,0
58863,243606,88496,125340,0
58866,243600,88521,125336,0
58864,243589,88507,125349,0
58863,243591,88510,125337,0
58859,243596,88506,125351,0
58862,243618,88509,125342,0
58856,243605,88498,125352,0
58870,243606,88503,125338,0
58878,243630,88494,125334,0
58873,243609,88517,125342,0
58890,243620,88498,125349,0
58866,243626,88516,125348,0
58865,243612,88504,125341,0
58873,243607,88507,125351,0
58874,243599,88495,125352,0
58875,243617,88509,125341,0
58870,243598,88503,125339,0
58870,243622,88519,125339,0
58875,243605,88518,125360,0
58863,243591,88507,125352,0
58865,243628,88517,125351,0
58858,243586,88504,125362,0
58879,243615,88519,125339,0
58864,243594,88503,125363,0
58868,243617,88502,125339,0
58869,243619,88516,125361,0
58864,243587,88505,125346,0
58869,243625,88511,125343,0
58864,243607,88515,125349,0
58873,243624,88500,125343,0
58863,243604,88515,125364,0
58860,243604,88511,125364,0
58875,243612,88512,125352,0
58865,243606,88513,125341,0
58865,243634,88510,125353,0
58861,243618,88528,125361,0
58879,243612,88513,125345,0
58871,243617,88505,125353,0
58871,243612,88507,125357,0
58874,243612,88510,125358,0
58877,243620,88518,125352,0
58869,243635,88513,125356,0
58867,243611,88531,125350,0
58885,243621,88506,125352,0
58868,243616,88521,125345,0
58872,243616,88522,125349,0
58867,243631,88525,125358,0
58866,243627,88524,125351,0
58877,243640,88507,125347,0
58875,243625,88501,125366,0
58872,243616,88516,125352,0
58871,243619,88515,125355,0
58843,243602,88503,125329,0
58881,243628,88508,125364,0
58860,243622,88519,125363,0
58869,243625,88514,125342,0
58863,243628,88522,125349,0
58856,243625,88518,125358,0
58876,243643,88508,125355,0
58879,243616,88515,125336,0
58875,243635,88510,125356,0
58883,243624,88522,125370,0
58867,243635,88507,125369,0
58879,243641,88513,125366,0
58869,243622,88525,125373,0
58875,243644,88525,125345,0
58880,243626,88529,125368,0
58871,243642,88518,125365,0
58866,243646,88518,125365,0
58860,243631,88511,125364,0
58862,243637,88517,125384,0
58870,243644,88508,125362,0
58871,243634,88515,125366,0
58861,243625,88539,125359,0
58876,243622,88511,125355,0
58866,243630,88518,125371,0
58877,243613,88507,125359,0
58871,243620,88532,125364,0
58866,243622,88527,125347,0
58861,243656,88519,125359,0
58868,243621,88528,125382,0
58869,243655,88522,125345,0
58858,243647,88527,125366,0
58870,243657,88521,125360,0
58875,243624,88527,125359,0
58863,243638,88514,125358,0
58864,243632,88516,125367,0
58867,243642,88526,125358,0
58871,243632,88525,125360,0
58865,243638,88514,125351,0
58875,243643,88540,125368,0
58870,243644,88537,125363,0
58867,243647,88514,125362,0
58861,243646,88523,125356,0
58873,243640,88539,125372,0
58860,243645,88525,125369,0
58871,243655,88537,125377,0
58878,243647,88519,125361,0
58860,243644,88533,125369,0
58869,243640,88521,125369,0
58868,243649,88526,125356,0
58880,243654,88543,125357,0
58863,243634,88531,125365,0
58871,243659,88519,125372,0
58865,243636,88525,125355,0
58880,243656,88527,125361,0
58874,243662,88531,125374,0
58879,243633,88538,125368,0
58876,243658,88520,125362,0
58862,243647,88516,125362,0
58861,243661,88532,125367,0
58872,243667,88517,125376,0
58873,243669,88538,125358,0
58867,243652,88526,125369,0
58871,243651,88531,125375,0
58886,243673,88516,125367,0
58867,243642,88514,125374,0
58878,243662,88529,125367,0
58867,243655,88533,125370,0
58868,243661,88537,125347,0
58868,243663,88513,125388,0
58857,243641,88540,125384,0
58871,243670,88529,125377,0
58882,243657,88534,125371,0
58869,243662,88537,125368,0
58874,243653,88533,125366,0
58871,243668,88545,125375,0
58873,243656,88538,125381,0
58855,243671,88528,125372,0
58879,243675,88517,125376,0
58877,243660,88530,125383,0
58873,243665,88546,125376,0
58872,243652,88534,125381,0
58859,243673,88546,125372,0
58857,243671,88526,125371,0
58862,243682,88541,125371,0
58865,243675,88535,125362,0
58852,243675,88533,125374,0
58876,243664,88534,125367,0
58868,243672,88525,125378,0
58854,243678,88533,125366,0
58856,243682,88525,125389,0
58859,243645,88534,125381,0
58882,243679,88530,125371,0
58878,243669,88528,125374,0
58859,243666,88517,125375,0
58865,243682,88534,125375,0
58869,243664,88553,125361,0
58863,243677,88522,125376,0
58865,243675,88540,125379,0
58871,243690,88536,125372,0
58868,243684,88538,125368,0
58868,243680,88547,125378,0
58894,243864,88556,125383,0
58868,243684,88606,125453,0
58877,243755,88523,125383,0
58851,243635,88570,125425,0
58874,243732,88524,125345,0
58871,243721,88560,125401,0
58861,243630,88543,125379,0
58847,243679,88514,125324,0
58857,243667,88539,125344,0
58872,243670,88537,125348,0
58855,243657,88526,125354,0
58850,243653,88529,125353,0
58858,243672,88526,125348,0
58850,243668,88532,125361,0
58870,243689,88521,125350,0
58855,243664,88548,125357,0
58862,243646,88542,125344,0
58852,243652,88538,125362,0
58859,243653,88536,125348,0
58860,243654,88536,125349,0
58853,243664,88526,125352,0
58839,243621,88543,125344,0
58865,243681,88532,125318,0
58870,243689,88547,125345,0
58866,243677,88546,125342,0
58835,243526,88543,125341,0
58876,243776,88499,125269,0
58851,243628,88586,125374,0
58853,243646,88538,125301,0
58877,243678,88546,125312,0
58844,243639,88551,125328,0
58847,243593,88546,125291,0
58875,243738,88525,125292,0
58843,243578,88567,125348,0
58863,243576,88506,125270,0
58842,243615,88519,125253,0
58845,243583,88537,125275,0
58869,243648,88513,125259,0
58843,243561,88554,125288,0
58851,243597,88531,125269,0
58807,243463,88547,125265,0
58852,243570,88489,125194,0
58856,243626,88518,125232,0
58858,243591,88541,125255,0
58864,243621,88544,125256,0
58856,243651,88549,125255,0
58835,243589,88558,125269,0
58860,243670,88536,125251,0
58856,243585,88562,125275,0
58926,243945,88528,125241,0
58864,243630,88678,125378,0
58864,243663,88547,125259,0
58845,243561,88580,125277,0
58848,243630,88525,125226,0
58845,243599,88530,125254,0
58860,243598,88529,125244,0
58841,243569,88531,125255,0
58922,243922,88522,125236,0
58866,243735,88656,125395,0
58934,243899,88578,125315,0
58787,243414,88642,125396,0
58786,243340,88468,125191,0
58683,242951,88439,125164,0
58855,243674,88285,124974,0
58847,243608,88548,125287,0
58856,243678,88545,125247,0
58843,243623,88537,125296,0
58860,243661,88548,125255,0
58846,243645,88553,125276,0
58852,243659,88544,125276,0
58851,243650,88544,125274,0
58852,243676,88549,125282,0
58855,243663,88537,125281,0
58840,243651,88538,125295,0
58862,243674,88540,125275,0
58849,243655,88544,125289,0
58861,243675,88537,125297,0
58854,243663,88543,125309,0
58839,243677,88552,125281,0
58844,243672,88534,125292,0
58841,243678,88555,125302,0
58848,243680,88538,125308,0
58838,243673,88559,125299,0
58859,243670,88545,125308,0
58851,243689,88550,125303,0
58837,243678,88539,125301,0
58860,243686,88544,125301,0
58840,243679,88537,125300,0
58856,243689,88544,125314,0
58838,243709,88539,125298,0
58849,243691,88549,125307,0
58861,243702,88553,125311,0
58844,243687,88553,125322,0
58845,243699,88553,125324,0
58854,243681,88558,125314,0
58846,243692,88534,125311,0
58845,243705,88541,125330,0
58845,243699,88555,125317,0
58859,243724,88548,125314,0
58855,243707,88556,125338,0
58851,243696,88557,125296,0
58864,243692,88544,125318,0
58843,243707,88540,125313,0
58853,243702,88553,125311,0
58840,243688,88536,125314,0
58858,243707,88538,125303,0
58846,243713,88550,125317,0
58845,243715,88549,125322,0
58866,243702,88555,125322,0
58859,243696,88548,125318,0
58848,243732,88548,125329,0
58848,243706,88545,125331,0
58841,243725,88547,125316,0
58859,243697,88550,125308,0
58857,243706,88560,125330,0
58847,243717,88553,125319,0
58837,243717,88549,125326,0
58854,243715,88546,125324,0
58856,243718,88562,125337,0
58853,243722,88551,125335,0
58851,243712,88547,125319,0
58845,243722,88549,125327,0
58849,243727,88546,125334,0
58847,243718,88551,125320,0
58855,243734,88553,125329,0
58854,243717,88556,125334,0
58859,243726,88567,125322,0
58854,243705,88557,125334,0
58853,243708,88558,125346,0
58851,243711,88574,125327,0
58848,243719,88573,125329,0
58854,243723,88557,125328,0
58851,243701,88575,125342,0
58857,243709,88552,125334,0
58855,243725,88569,125317,0
58849,243733,88545,125340,0
58862,243732,88547,125333,0
58857,243703,88568,125342,0
58849,243731,88553,125322,0
58852,243734,88564,125351,0
58857,243717,88559,125327,0
58863,243731,88555,125345,0
58847,243717,88556,125330,0
58851,243729,88572,125328,0
58839,243729,88566,125341,0
58874,243712,88553,125328,0
58865,243720,88559,125333,0
58848,243704,88564,125336,0
58849,243725,88546,125324,0
58849,243734,88560,125328,0
58846,243718,88564,125331,0
58869,243721,88551,125349,0
58853,243707,88581,125335,0
58854,243725,88561,125336,0
58848,243738,88565,125351,0
58852,243737,88564,125328,0
58857,243714,88552,125339,0
58851,243733,88555,125338,0
58860,243727,88560,125335,0
58857,243707,88559,125327,0
58858,243732,88559,125325,0
58842,243724,88569,125330,0
58851,243727,88568,125327,0
58841,243716,88575,125332,0
58858,243714,88584,125332,0
58857,243730,88554,125335,0
58852,243723,88570,125335,0
58853,243721,88570,125329,0
58853,243727,88566,125334,0
58851,243724,88555,125338,0
58861,243710,88555,125340,0
58843,243724,88575,125334,0
58859,243737,88555,125340,0
58859,243710,88571,125337,0
58847,243724,88562,125333,0
58849,243727,88573,125343,0
58859,243718,88565,125339,0
58859,243725,88561,125339,0
58837,243708,88573,125332,0
58858,243734,88555,125346,0
58851,243706,88561,125349,0
58846,243729,88554,125341,0
58853,243719,88580,125339,0
58843,243717,88551,125355,0
58867,243714,88562,125342,0
58845,243705,88581,125351,0
58861,243712,88573,125343,0
58853,243727,88573,125347,0
58864,243722,88578,125354,0
58855,243703,88570,125350,0
58858,243700,88556,125344,0
58865,243727,88570,125339,0
58854,243699,88559,125363,0
58855,243725,88572,125338,0
58853,243718,88563,125326,0
58860,243712,88566,125354,0
58847,243732,88558,125346,0
58843,243718,88569,125341,0
58854,243730,88566,125326,0
58862,243707,88576,125348,0
58862,243715,88564,125325,0
58850,243714,88568,125332,0
58844,243716,88567,125350,0
58840,243724,88561,125349,0
58846,243722,88588,125357,0
58848,243723,88563,125344,0
58865,243716,88582,125339,0
58858,243727,88557,125342,0
58856,243722,88567,125340,0
58849,243720,88580,125351,0
58867,243722,88578,125348,0
58849,243701,88582,125345,0
58859,243723,88579,125345,0
58852,243711,88573,125351,0
58850,243722,88573,125359,0
58848,243719,88578,125341,0
58857,243714,88581,125347,0
58855,243722,88563,125345,0
58853,243711,88578,125346,0
58864,243705,88563,125345,0
58854,243716,88568,125343,0
58851,243708,88575,125348,0
58861,243713,88571,125345,0
58849,243713,88564,125347,0
58858,243712,88569,125348,0
58860,243723,88580,125355,0
58858,243706,88572,125347,0
58853,243722,88577,125353,0
58855,243714,88565,125349,0
58866,243726,88574,125354,0
58851,243722,88560,125329,0
58854,243716,88572,125349,0
58864,243710,88579,125350,0
58848,243717,88574,125350,0
58848,243717,88572,125335,0
58849,243715,88584,125341,0
58854,243725,88573,125331,0
58864,243720,88589,125351,0
58842,243716,88571,125347,0
58864,243725,88581,125354,0
58854,243715,88578,125351,0
58858,243723,88585,125335,0
58837,243718,88582,125354,0
58845,243707,88576,125347,0
58859,243713,88590,125343,0
58853,243705,88575,125343,0
58855,243712,88576,125345,0
58853,243702,88574,125341,0
58851,243693,88578,125348,0
58855,243703,88580,125347,0
58844,243723,88576,125345,0
58864,243713,88574,125357,0
58856,243693,88574,125359,0
58849,243712,88589,125330,0
58849,243698,88573,125359,0
58845,243715,88580,125346,0
58861,243733,88585,125349,0
58869,243705,88575,125364,0
58863,243721,88590,125349,0
58855,243706,88581,125353,0
58838,243706,88580,125344,0
58855,243714,88587,125347,0
58845,243704,88575,125352,0
58861,243710,88587,125353,0
58873,243691,88575,125361,0
58863,243713,88574,125344,0
58847,243696,88580,125353,0
58870,243706,88587,125352,0
58852,243706,88576,125347,0
58846,243697,88588,125358,0
58855,243712,88584,125354,0
58864,243704,88585,125338,0
58856,243710,88586,125342,0
58861,243685,88577,125347,0
58856,243700,88577,125348,0
58860,243709,88572,125362,0
58851,243684,88578,125350,0
58873,243731,88583,125364,0
58850,243708,88578,125361,0
58862,243709,88592,125358,0
58862,243709,88590,125353,0
58863,243718,88581,125358,0
58860,243705,88579,125352,0
58863,243699,88592,125355,0
58857,243714,88589,125359,0
58860,243705,88577,125346,0
58864,243703,88590,125359,0
58862,243718,88590,125353,0
58855,243693,88592,125341,0
58872,243706,88581,125349,0
58848,243702,88589,125357,0
58859,243713,88569,125337,0
58872,243704,88591,125359,0
58851,243707,88584,125369,0
58856,243703,88598,125357,0
58856,243697,88585,125344,0
58862,243702,88577,125359,0
58846,243708,88576,125347,0
58849,243709,88587,125347,0
58858,243708,88569,125347,0
58862,243705,88587,125359,0
58854,243704,88583,125353,0
58840,243716,88584,125341,0
58860,243716,88582,125347,0
58854,243700,88585,125355,0
58843,243708,88583,125349,0
58853,243709,88594,125360,0
58845,243700,88576,125352,0
58868,243715,88594,125348,0
58847,243701,88580,125353,0
58860,243718,88592,125357,0
58856,243695,88597,125366,0
58846,243700,88597,125349,0
58850,243711,88599,125359,0
58852,243706,88593,125347,0
58861,243714,88584,125355,0
58853,243731,88604,125340,0
58844,243693,88582,125355,0
58860,243705,88591,125354,0
58866,243704,88597,125356,0
58849,243717,88589,125355,0
58858,243697,88608,125363,0
58853,243721,88592,125346,0
58854,243734,88587,125354,0
58853,243693,88597,125349,0
58852,243716,88576,125354,0
58848,243698,88587,125351,0
58859,243716,88584,125345,0
58832,243709,88592,125349,0
58858,243695,88594,125346,0
58858,243712,88585,125350,0
58858,243700,88589,125362,0
58866,243722,88590,125341,0
58845,243697,88607,125357,0
58857,243715,88597,125354,0
58844,243714,88580,125341,0
58870,243698,88595,125339,0
58834,243724,88581,125337,0
58853,243689,88602,125357,0
58852,243725,88601,125353,0
58856,243715,88611,125352,0
58849,243721,88589,125347,0
58853,243712,88583,125341,0
58861,243706,88586,125350,0
58848,243714,88592,125353,0
58858,243702,88584,125354,0
58843,243726,88588,125363,0
58865,243706,88597,125360,0
58840,243705,88604,125359,0
58864,243720,88600,125358,0
58856,243704,88594,125354,0
58854,243722,88588,125361,0
58856,243712,88603,125362,0
58849,243701,88595,125378,0
58847,243726,88595,125354,0
58852,243702,88588,125365,0
58860,243722,88595,125355,0
58853,243693,88592,125362,0
58856,243723,88584,125357,0
58853,243742,88588,125333,0
58851,243729,88595,125353,0
58854,243717,88593,125348,0
58864,243727,88592,125348,0
58866,243737,88595,125356,0
58856,243720,88606,125360,0
58861,243715,88584,125358,0
58848,243740,88604,125363,0
58862,243720,88585,125363,0
58861,243733,88596,125358,0
58852,243720,88600,125356,0
58860,243732,88604,125369,0
58851,243726,88601,125360,0
58849,243725,88593,125367,0
58863,243731,88614,125358,0
58859,243737,88603,125369,0
58865,243723,88602,125351,0
58842,243732,88592,125361,0
58851,243731,88600,125356,0
58839,243722,88594,125354,0
58863,243729,88582,125362,0
58856,243726,88599,125375,0
58845,243715,88598,125355,0
58863,243734,88589,125361,0
58857,243723,88597,125359,0
58860,243736,88599,125356,0
58856,243750,88604,125362,0
58854,243729,88597,125356,0
58857,243730,88611,125351,0
58859,243719,88613,125361,0
58862,243732,88606,125362,0
58857,243723,88606,125348,0
58854,243732,88598,125353,0
58845,243742,88602,125366,0
58852,243721,88592,125364,0
58853,243746,88615,125365,0
58852,243738,88616,125356,0
58861,243742,88603,125360,0
58860,243729,88608,125358,0
58857,243739,88601,125354,0
58860,243740,88596,125363,0
58857,243732,88619,125358,0
58848,243751,88597,125359,0
58866,243726,88584,125358,0
58856,243730,88599,125369,0
58854,243732,88603,125376,0
58857,243737,88600,125363,0
58859,243756,88602,125354,0
58873,243746,88612,125366,0
58871,243760,88615,125348,0
58861,243745,88607,125373,0
58860,243729,88594,125368,0
58850,243744,88601,125370,0
58852,243723,88600,125373,0
58864,243783,88601,125351,0
58856,243739,88615,125372,0
58851,243728,88601,125357,0
58859,243755,88600,125347,0
58857,243739,88596,125363,0
58878,243747,88604,125357,0
58850,243740,88606,125363,0
58847,243747,88606,125364,0
58857,243744,88604,125384,0
58851,243732,88606,125356,0
58851,243762,88608,125370,0
58836,243638,88605,125364,0
58843,243719,88558,125318,0
58842,243649,88595,125344,0
58862,243776,88574,125319,0
58832,243605,88619,125374,0
58815,243619,88542,125307,0
58834,243648,88551,125298,0
58851,243745,88565,125325,0
58867,243746,88601,125365,0
58840,243668,88613,125381,0
58855,243699,88572,125327,0
58847,243678,88588,125356,0
58850,243706,88582,125348,0
58858,243723,88600,125358,0
58844,243731,88603,125353,0
58962,244147,88605,125354,0
58872,243827,88758,125544,0
56982,234836,85791,122632,1
56976,234820,85842,122707,1
56979,234848,85841,122696,1
56952,234774,85865,122717,1
56917,234561,85834,122691,1
56975,234817,85759,122602,1
56966,234797,85854,122682,1
56971,234826,85849,122700,1
56966,234839,85870,122710,1
56981,234850,85855,122692,1
56963,234777,85868,122709,1
56962,234776,85847,122670,1
56985,234854,85831,122677,1
56989,234846,85861,122706,1
56970,234841,85870,122690,1
56969,234832,85857,122693,1
56974,234845,85851,122706,1
56971,234825,85863,122702,1
56991,234836,85858,122692,1
56970,234839,85859,122698,1
56984,234826,85866,122686,1
56991,234829,85859,122688,1
56984,234832,85868,122694,1
