S0,S1,S2,S3,Y
53558,219087,80998,111828,2
53564,219086,81005,111816,2
53560,219098,80999,111821,2
53554,219080,80993,111825,2
53560,219075,80981,111806,2
53565,219081,80998,111825,2
53553,219082,80981,111816,2
53564,219100,80987,111846,2
53555,219082,81010,111827,2
53558,219100,81000,111813,2
53571,219087,80990,111827,2
53546,219108,81002,111825,2
53572,219077,80985,111832,2
53557,219085,80995,111824,2
53558,219090,80999,111821,2
53567,219077,81001,111823,2
53563,219098,80994,111832,2
53562,219078,80999,111817,2
53564,219093,80991,111812,2
53569,219096,81000,111831,2
53558,219088,80986,111829,2
53574,219103,80997,111817,2
53562,219109,80997,111839,2
53553,219098,80992,111827,2
53556,219114,80998,111834,2
53552,219110,81013,111826,2
53558,219108,80987,111826,2
53567,219109,81011,111836,2
53571,219106,81011,111832,2
53563,219101,80997,111822,2
53563,219120,80990,111830,2
53570,219124,81003,111822,2
53557,219106,80999,111834,2
53555,219124,80998,111834,2
53575,219114,80984,111822,2
53570,219116,81010,111830,2
53562,219124,80989,111827,2
53560,219122,81005,111835,2
53565,219101,81005,111840,2
53570,219100,80993,111829,2
53554,219099,81015,111835,2
53568,219116,81000,111834,2
53556,219122,80989,111838,2
53567,219105,81001,111820,2
53555,219113,81007,111833,2
53574,219121,81000,111843,2
53567,219123,81008,111823,2
53550,219123,81005,111839,2
53562,219139,81018,111841,2
53556,219133,80999,111816,2
53561,219120,81009,111830,2
53560,219121,81005,111832,2
53558,219127,81007,111836,2
53553,219130,81001,111829,2
53554,219138,81010,111830,2
53576,219124,81008,111821,2
53560,219103,81016,111835,2
53562,219122,81012,111835,2
53568,219130,81010,111834,2
53569,219133,81016,111834,2
53560,219146,81003,111827,2
53559,219115,81019,111835,2
53563,219137,81010,111827,2
53561,219128,81009,111841,2
53551,219142,81009,111840,2
53562,219133,81009,111834,2
53561,219127,81012,111834,2
53566,219145,81010,111841,2
53556,219145,81003,111853,2
53562,219144,81010,111833,2
53551,219145,81003,111859,2
53570,219140,81000,111831,2
53556,219153,81011,111837,2
53569,219142,81018,111860,2
53547,219136,81013,111837,2
53578,219122,81014,111843,2
53563,219148,80999,111837,2
53556,219130,81007,111839,2
53551,219136,81004,111834,2
53560,219153,81012,111858,2
53567,219128,81008,111860,2
53559,219146,81009,111842,2
53573,219143,81014,111845,2
53566,219148,80993,111853,2
53548,219140,81009,111840,2
53581,219136,81027,111852,2
53553,219145,81014,111850,2
53560,219133,81023,111839,2
53570,219148,81010,111843,2
53574,219155,81029,111833,2
53574,219144,81006,111841,2
53580,219149,81023,111838,2
53564,219149,81014,111840,2
53562,219148,81010,111849,2
53563,219146,81005,111842,2
53578,219159,81019,111843,2
53564,219178,81006,111847,2
53570,219150,81028,111849,2
53574,219152,81031,111847,2
53567,219154,81025,111851,2
53589,219172,81009,111853,2
53563,219146,81012,111846,2
53579,219148,80997,111831,2
53578,219171,81018,111854,2
53567,219163,81025,111843,2
53569,219149,81026,111848,2
53565,219150,81021,111863,2
53552,219138,81003,111842,2
53574,219181,81005,111844,2
53567,219189,81028,111852,2
53571,219192,81019,111878,2
53558,219151,81027,111864,2
53558,219158,81018,111851,2
53568,219167,81014,111847,2
53576,219169,81012,111838,2
53562,219173,81014,111855,2
53561,219172,81021,111868,2
53578,219179,81004,111843,2
53576,219155,81023,111853,2
53568,219140,81021,111852,2
53570,219165,81019,111836,2
53570,219160,81007,111867,2
53563,219166,81015,111860,2
53549,219169,81031,111844,2
53562,219174,81031,111856,2
53568,219169,81019,111841,2
53578,219169,81017,111849,2
53564,219174,81007,111841,2
53581,219173,81032,111855,2
53572,219186,81024,111838,2
53566,219187,81026,111866,2
53555,219180,81019,111870,2
53558,219171,81032,111850,2
53579,219167,81009,111860,2
53569,219177,81017,111853,2
53562,219179,81029,111867,2
53581,219172,81014,111860,2
53588,219169,81012,111864,2
53577,219171,81007,111852,2
53571,219156,81029,111851,2
53579,219178,81010,111848,2
53570,219182,81029,111858,2
53569,219165,81022,111869,2
53583,219178,81018,111851,2
53579,219178,81012,111857,2
53582,219197,81014,111838,2
53575,219179,81035,111877,2
53566,219188,81017,111849,2
53566,219173,81023,111871,2
53572,219177,81022,111863,2
53568,219177,81028,111853,2
53573,219201,81022,111859,2
53571,219176,81027,111865,2
53575,219188,81016,111851,2
53573,219166,81019,111846,2
53564,219181,81028,111856,2
53562,219194,81032,111868,2
53575,219186,81027,111856,2
53577,219192,81024,111851,2
53579,219182,81015,111883,2
53574,219185,81035,111867,2
53559,219203,81017,111857,2
53553,219184,81020,111846,2
53570,219188,81027,111856,2
53569,219211,81027,111872,2
53571,219193,81023,111857,2
53578,219197,81039,111862,2
53572,219207,81030,111844,2
53572,219213,81035,111861,2
53564,219193,81025,111869,2
53574,219203,81025,111853,2
53568,219206,81027,111870,2
53557,219180,81027,111875,2
53569,219201,81029,111858,2
53582,219205,81012,111876,2
53577,219198,81038,111863,2
53585,219185,81038,111876,2
53574,219206,81032,111863,2
53559,219206,81027,111872,2
53576,219204,81039,111869,2
53561,219202,81020,111868,2
53555,219196,81020,111860,2
53575,219209,81026,111868,2
53575,219216,81037,111871,2
53571,219209,81029,111861,2
53567,219201,81031,111861,2
53570,219206,81038,111843,2
53568,219207,81040,111865,2
53574,219226,81025,111859,2
53557,219209,81028,111863,2
53569,219207,81035,111862,2
53569,219219,81039,111881,2
53563,219211,81016,111878,2
53579,219224,81052,111872,2
53562,219219,81036,111877,2
53562,219222,81023,111863,2
53574,219221,81036,111862,2
53576,219216,81037,111881,2
53570,219223,81053,111879,2
53570,219218,81045,111871,2
53562,219219,81026,111875,2
53563,219217,81037,111881,2
53567,219221,81028,111892,2
53572,219213,81040,111875,2
53576,219209,81023,111880,2
53589,219227,81020,111880,2
53565,219223,81045,111876,2
53576,219230,81039,111865,2
53568,219222,81048,111872,2
53562,219220,81033,111885,2
53572,219225,81030,111879,2
53566,219234,81037,111889,2
53568,219243,81048,111874,2
53573,219218,81032,111877,2
53553,219224,81036,111884,2
53579,219221,81046,111882,2
53570,219240,81037,111855,2
53569,219244,81047,111893,2
53566,219228,81042,111874,2
53571,219242,81036,111874,2
53565,219214,81041,111878,2
53584,219226,81055,111874,2
53554,219233,81045,111881,2
53569,219237,81039,111896,2
53571,219250,81038,111872,2
53571,219236,81051,111877,2
53558,219250,81036,111883,2
53566,219254,81040,111875,2
53562,219239,81042,111874,2
53571,219253,81041,111881,2
53563,219223,81042,111895,2
53571,219228,81041,111882,2
53577,219231,81046,111877,2
53573,219241,81050,111880,2
53579,219251,81050,111895,2
53559,219251,81040,111878,2
53562,219252,81035,111884,2
53569,219258,81048,111883,2
53564,219255,81059,111877,2
53567,219233,81055,111900,2
53570,219252,81043,111890,2
53565,219239,81041,111896,2
53569,219241,81046,111869,2
53579,219223,81048,111898,2
53564,219247,81041,111891,2
53561,219240,81040,111884,2
53582,219247,81043,111882,2
53564,219249,81038,111883,2
53585,219262,81046,111891,2
53581,219261,81030,111877,2
53569,219263,81054,111893,2
53577,219248,81054,111897,2
53577,219248,81057,111886,2
53568,219257,81037,111888,2
53557,219249,81038,111886,2
53566,219262,81047,111890,2
53565,219253,81041,111886,2
53577,219264,81032,111885,2
53568,219258,81048,111882,2
53575,219250,81047,111900,2
53562,219250,81031,111894,2
53568,219246,81046,111887,2
53578,219263,81054,111892,2
53570,219262,81063,111883,2
53576,219264,81050,111906,2
53578,219255,81044,111907,2
53567,219262,81050,111885,2
53572,219268,81050,111903,2
53569,219266,81048,111886,2
53564,219267,81052,111885,2
53571,219264,81037,111879,2
53575,219269,81045,111886,2
53567,219265,81036,111897,2
53573,219254,81047,111885,2
53571,219269,81057,111892,2
53570,219259,81041,111890,2
53574,219282,81052,111891,2
53564,219260,81042,111893,2
53579,219272,81056,111899,2
53565,219270,81064,111888,2
53584,219287,81040,111896,2
53558,219272,81060,111884,2
53570,219281,81041,111886,2
53565,219277,81054,111893,2
53574,219280,81039,111888,2
53557,219264,81055,111883,2
53575,219277,81061,111893,2
53563,219283,81038,111890,2
53569,219283,81051,111895,2
53575,219284,81054,111905,2
53570,219282,81033,111890,2
53573,219267,81050,111899,2
53568,219279,81045,111897,2
53566,219284,81050,111896,2
53567,219268,81060,111897,2
53572,219273,81055,111902,2
53567,219286,81056,111885,2
53569,219280,81051,111900,2
53561,219280,81057,111914,2
53575,219279,81037,111889,2
53579,219284,81047,111906,2
53580,219282,81053,111905,2
53577,219284,81043,111891,2
53574,219283,81062,111902,2
53571,219286,81052,111916,2
53574,219292,81044,111896,2
53579,219277,81060,111899,2
53578,219309,81058,111896,2
53565,219292,81065,111894,2
53587,219298,81059,111894,2
53577,219292,81068,111905,2
53570,219299,81065,111892,2
53565,219302,81062,111902,2
53580,219294,81052,111912,2
53583,219295,81042,111908,2
53576,219292,81053,111896,2
53569,219284,81062,111905,2
53584,219297,81059,111906,2
53573,219304,81051,111897,2
53570,219286,81053,111895,2
53570,219297,81064,111920,2
53578,219298,81059,111906,2
53567,219290,81062,111894,2
53572,219303,81057,111912,2
53574,219297,81063,111901,2
53575,219314,81052,111909,2
53552,219286,81065,111900,2
53577,219295,81062,111910,2
53560,219296,81060,111919,2
53567,219299,81056,111891,2
53574,219289,81052,111901,2
53570,219308,81063,111899,2
53559,219287,81066,111899,2
53573,219309,81056,111898,2
53569,219303,81056,111910,2
53574,219301,81058,111907,2
53573,219304,81061,111908,2
53575,219317,81064,111913,2
53566,219296,81066,111923,2
53566,219295,81057,111902,2
53576,219300,81067,111905,2
53576,219315,81076,111911,2
53568,219294,81053,111906,2
53575,219300,81068,111907,2
53575,219312,81054,111920,2
53577,219301,81070,111915,2
53571,219302,81064,111904,2
53564,219301,81062,111911,2
53563,219309,81062,111914,2
53579,219307,81061,111914,2
53583,219323,81039,111909,2
53569,219298,81079,111922,2
53569,219305,81056,111908,2
53576,219305,81071,111900,2
53565,219310,81067,111902,2
53571,219293,81063,111911,2
53575,219313,81074,111913,2
53566,219315,81069,111904,2
53561,219323,81062,111919,2
53565,219317,81054,111920,2
53566,219309,81069,111917,2
53569,219301,81063,111914,2
53567,219321,81073,111914,2
53577,219314,81060,111909,2
53575,219326,81058,111920,2
53582,219318,81081,111920,2
53574,219341,81071,111914,2
53558,219317,81068,111911,2
53576,219319,81065,111914,2
53571,219315,81061,111913,2
53562,219310,81060,111915,2
53572,219307,81060,111909,2
53590,219326,81061,111895,2
53579,219327,81070,111912,2
53571,219322,81068,111922,2
53568,219331,81064,111927,2
53568,219335,81060,111911,2
53575,219334,81068,111906,2
53581,219327,81070,111907,2
53585,219324,81059,111916,2
53571,219323,81072,111913,2
53572,219331,81084,111913,2
53576,219335,81067,111920,2
53561,219314,81065,111922,2
53585,219322,81070,111917,2
53581,219340,81075,111924,2
53580,219333,81081,111912,2
53573,219338,81067,111915,2
53563,219322,81064,111922,2
53581,219341,81081,111908,2
53567,219329,81073,111932,2
53560,219342,81067,111919,2
53576,219322,81076,111912,2
53575,219318,81074,111912,2
53561,219342,81076,111919,2
53572,219327,81076,111931,2
53577,219338,81072,111904,2
53584,219325,81060,111924,2
53564,219355,81072,111917,2
53583,219334,81089,111921,2
53568,219346,81082,111924,2
53578,219337,81060,111922,2
53578,219324,81079,111916,2
53572,219345,81074,111913,2
53580,219329,81067,111930,2
53576,219338,81073,111928,2
53586,219350,81085,111922,2
53584,219335,81070,111916,2
53572,219352,81078,111908,2
53586,219337,81087,111913,2
53569,219338,81069,111916,2
53554,219335,81092,111927,2
53570,219339,81075,111914,2
53569,219336,81079,111925,2
53563,219358,81086,111920,2
53576,219351,81083,111914,2
53585,219333,81072,111928,2
53573,219348,81079,111915,2
53564,219361,81082,111927,2
53589,219343,81072,111916,2
53572,219355,81075,111933,2
53582,219354,81078,111941,2
53581,219351,81070,111938,2
53589,219352,81071,111928,2
53570,219353,81077,111928,2
53583,219348,81087,111928,2
53580,219362,81078,111932,2
53579,219359,81077,111933,2
53569,219362,81076,111920,2
53569,219350,81084,111914,2
53591,219347,81079,111936,2
53580,219360,81065,111934,2
53568,219364,81075,111928,2
53571,219347,81093,111914,2
53584,219365,81080,111920,2
53576,219352,81083,111921,2
53565,219337,81081,111924,2
53581,219360,81071,111931,2
53587,219358,81077,111936,2
53577,219353,81078,111937,2
53576,219364,81084,111944,2
53592,219371,81086,111929,2
53561,219367,81094,111918,2
53569,219351,81070,111928,2
53586,219383,81083,111930,2
53570,219349,81098,111935,2
53576,219370,81072,111917,2
53571,219369,81067,111949,2
53570,219360,81081,111930,2
53573,219380,81093,111943,2
53581,219367,81078,111933,2
53586,219373,81096,111934,2
53576,219374,81095,111933,2
53575,219375,81094,111928,2
53569,219374,81089,111922,2
53583,219369,81077,111925,2
53570,219375,81075,111939,2
53584,219365,81090,111935,2
53583,219366,81087,111925,2
53566,219390,81092,111944,2
53559,219373,81081,111923,2
53570,219373,81089,111948,2
53583,219362,81081,111937,2
53589,219372,81089,111926,2
53569,219371,81084,111944,2
53584,219380,81087,111934,2
53561,219381,81094,111939,2
53577,219390,81091,111942,2
53580,219369,81087,111925,2
53583,219375,81082,111928,2
53579,219373,81079,111933,2
53594,219384,81080,111933,2
53582,219375,81077,111928,2
53589,219384,81089,111942,2
53579,219387,81092,111934,2
53566,219395,81081,111938,2
53569,219376,81094,111935,2
53574,219390,81094,111932,2
53579,219371,81097,111924,2
53573,219381,81082,111937,2
53573,219386,81083,111931,2
53574,219377,81081,111941,2
53582,219380,81095,111930,2
53571,219382,81078,111937,2
53581,219385,81092,111926,2
53571,219392,81085,111952,2
53569,219395,81097,111933,2
53582,219386,81096,111937,2
53572,219375,81102,111941,2
53572,219407,81096,111936,2
53574,219390,81104,111937,2
53572,219400,81088,111940,2
53570,219397,81093,111937,2
53583,219384,81089,111939,2
53566,219403,81091,111939,2
53576,219378,81103,111929,2
53565,219395,81108,111934,2
53578,219396,81099,111942,2
53573,219391,81088,111940,2
53573,219413,81107,111942,2
53576,219384,81102,111940,2
53574,219404,81097,111926,2
53578,219391,81095,111957,2
53560,219385,81090,111941,2
53581,219387,81102,111941,2
53590,219380,81091,111947,2
53569,219391,81110,111946,2
53565,219404,81101,111947,2
53581,219410,81090,111930,2
53580,219405,81114,111941,2
53588,219394,81108,111947,2
53588,219399,81107,111941,2
53583,219403,81113,111933,2
53573,219406,81097,111923,2
53586,219391,81103,111936,2
53576,219391,81092,111934,2
53575,219391,81099,111941,2
53580,219422,81102,111963,2
53574,219374,81104,111953,2
53580,219395,81088,111933,2
53568,219404,81106,111942,2
53580,219397,81117,111928,2
53572,219399,81096,111954,2
53583,219405,81104,111937,2
53570,219399,81096,111938,2
53580,219398,81101,111937,2
53582,219397,81103,111935,2
53565,219390,81089,111927,2
53580,219392,81116,111929,2
53582,219410,81113,111939,2
53575,219380,81107,111924,2
53580,219387,81107,111933,2
53575,219392,81095,111945,2
53586,219410,81107,111925,2
53563,219413,81095,111937,2
53583,219411,81099,111940,2
53561,219387,81109,111939,2
53582,219414,81112,111932,2
53568,219409,81117,111949,2
53574,219401,81098,111931,2
53578,219412,81115,111931,2
53588,219393,81104,111940,2
53581,219422,81104,111939,2
53577,219400,81106,111934,2
53570,219417,81103,111950,2
53571,219414,81110,111953,2
53579,219412,81112,111952,2
53574,219428,81129,111949,2
53574,219404,81100,111945,2
53575,219409,81113,111956,2
53566,219407,81111,111947,2
53573,219416,81114,111939,2
53582,219413,81110,111949,2
53585,219409,81108,111961,2
53577,219429,81122,111938,2
53559,219413,81106,111938,2
53579,219434,81111,111940,2
53557,219428,81106,111963,2
53573,219425,81093,111959,2
53564,219430,81105,111946,2
53583,219417,81113,111953,2
53585,219444,81106,111949,2
53587,219474,81129,111954,2
53581,219485,81135,111965,2
53572,219401,81137,111974,2
53572,219426,81111,111933,2
53570,219404,81099,111947,2
53513,219218,81100,111955,2
53552,219336,81030,111847,2
53560,219392,81097,111918,2
53599,219437,81097,111940,2
53596,219452,81111,111959,2
53574,219405,81134,111957,2
53577,219437,81100,111935,2
53557,219346,81127,111974,2
53560,219391,81102,111934,2
53565,219395,81101,111937,2
53575,219436,81116,111949,2
53667,219819,81121,111945,2
53666,219763,81257,112119,2
53585,219432,81250,112098,2
53621,219646,81113,111948,2
53578,219495,81175,112066,2
53541,219358,81132,111991,2
